,VILLE,REVENU FISCAL DE RÉFÉRENCE,TAUX DE CHÔMAGE,BÉNÉFICIAIRES DU RSA,Salaires mensuels nets moyens,Pourcentage de salariés en CDI,Nombres d'entreprises,ISF moyen par foyer nc,Bénéficiaires de la CAF,Population
5235,"<td><a href=""https://www.linternaute.com/ville/macau/ville-33262"">Macau</a></td>",<td>26 999 €</td>,"<td>8,96 %</td>","<td>1,43 %</td>","<td>2 268,83 €</td>","<td>89,52 %</td>",<td>279 entreprises</td>,<td>nc</td>,"<td>16,51 %</td>",<td>4 318 hab.</td>
5236,"<td><a href=""https://www.linternaute.com/ville/saint-pair-sur-mer/ville-50532"">Saint-Pair-sur-Mer</a></td>",<td>33 186 €</td>,"<td>12,13 %</td>","<td>1,13 %</td>","<td>2 369,36 €</td>","<td>84,83 %</td>",<td>358 entreprises</td>,<td>nc</td>,"<td>15,35 %</td>",<td>4 053 hab.</td>
5237,"<td><a href=""https://www.linternaute.com/ville/taponnat-fleurignac/ville-16379"">Taponnat-Fleurignac</a></td>",<td>23 148 €</td>,"<td>7,42 %</td>","<td>1,14 %</td>",<td>nc</td>,"<td>84,60 %</td>",<td>57 entreprises</td>,<td>nc</td>,"<td>16,42 %</td>",<td>1 486 hab.</td>
5238,"<td><a href=""https://www.linternaute.com/ville/vignot/ville-55553"">Vignot</a></td>",<td>26 128 €</td>,"<td>13,21 %</td>","<td>1,60 %</td>",<td>nc</td>,"<td>89,02 %</td>",<td>39 entreprises</td>,<td>nc</td>,"<td>15,28 %</td>",<td>1 310 hab.</td>
5239,"<td><a href=""https://www.linternaute.com/ville/wavrans-sur-l-aa/ville-62882"">Wavrans-sur-l'Aa</a></td>",<td>23 697 €</td>,"<td>10,21 %</td>","<td>1,45 %</td>",<td>nc</td>,"<td>87,44 %</td>",<td>36 entreprises</td>,<td>nc</td>,"<td>15,17 %</td>",<td>1 255 hab.</td>
5240,"<td><a href=""https://www.linternaute.com/ville/antonne-et-trigonant/ville-24011"">Antonne-et-Trigonant</a></td>",<td>23 821 €</td>,"<td>11,62 %</td>","<td>1,46 %</td>",<td>nc</td>,"<td>89,07 %</td>",<td>72 entreprises</td>,<td>nc</td>,"<td>15,65 %</td>",<td>1 293 hab.</td>
5241,"<td><a href=""https://www.linternaute.com/ville/bazougers/ville-53025"">Bazougers</a></td>",<td>23 916 €</td>,"<td>9,62 %</td>","<td>1,37 %</td>",<td>nc</td>,"<td>84,71 %</td>",<td>63 entreprises</td>,<td>nc</td>,"<td>16,24 %</td>",<td>1 100 hab.</td>
5242,"<td><a href=""https://www.linternaute.com/ville/bouchet/ville-26054"">Bouchet</a></td>",<td>26 479 €</td>,"<td>11,52 %</td>","<td>1,42 %</td>",<td>nc</td>,"<td>86,76 %</td>",<td>92 entreprises</td>,<td>nc</td>,"<td>14,77 %</td>",<td>1 530 hab.</td>
5243,"<td><a href=""https://www.linternaute.com/ville/cubjac-auvezere-val-d-ans/ville-24147"">Cubjac-Auvézère-Val d'Ans</a></td>",<td>23 502 €</td>,"<td>10,42 %</td>","<td>1,56 %</td>",<td>nc</td>,"<td>87,80 %</td>",<td>83 entreprises</td>,<td>nc</td>,"<td>17,52 %</td>",<td>1 087 hab.</td>
5244,"<td><a href=""https://www.linternaute.com/ville/dampierre-sur-salon/ville-70198"">Dampierre-sur-Salon</a></td>",<td>24 675 €</td>,"<td>10,71 %</td>","<td>1,13 %</td>",<td>nc</td>,"<td>83,25 %</td>",<td>98 entreprises</td>,<td>nc</td>,"<td>14,92 %</td>",<td>1 252 hab.</td>
5245,"<td><a href=""https://www.linternaute.com/ville/delettes/ville-62265"">Delettes</a></td>",<td>25 584 €</td>,"<td>10,49 %</td>","<td>1,18 %</td>",<td>nc</td>,"<td>83,04 %</td>",<td>34 entreprises</td>,<td>nc</td>,"<td>15,55 %</td>",<td>1 179 hab.</td>
5246,"<td><a href=""https://www.linternaute.com/ville/dommartin-les-toul/ville-54167"">Dommartin-lès-Toul</a></td>",<td>28 453 €</td>,"<td>10,09 %</td>","<td>1,69 %</td>",<td>nc</td>,"<td>86,91 %</td>",<td>144 entreprises</td>,<td>nc</td>,"<td>15,94 %</td>",<td>1 962 hab.</td>
5247,"<td><a href=""https://www.linternaute.com/ville/gouesnou/ville-29061"">Gouesnou</a></td>",<td>34 476 €</td>,"<td>9,61 %</td>","<td>1,69 %</td>","<td>2 409,32 €</td>","<td>87,57 %</td>",<td>455 entreprises</td>,<td>nc</td>,"<td>17,86 %</td>",<td>6 166 hab.</td>
5248,"<td><a href=""https://www.linternaute.com/ville/grane/ville-26144"">Grane</a></td>",<td>28 463 €</td>,"<td>11,02 %</td>","<td>1,33 %</td>",<td>nc</td>,"<td>85,93 %</td>",<td>162 entreprises</td>,<td>nc</td>,"<td>15,71 %</td>",<td>1 943 hab.</td>
5249,"<td><a href=""https://www.linternaute.com/ville/mirabel/ville-82110"">Mirabel</a></td>",<td>22 125 €</td>,"<td>8,39 %</td>","<td>1,45 %</td>",<td>nc</td>,"<td>83,09 %</td>",<td>56 entreprises</td>,<td>nc</td>,"<td>15,04 %</td>",<td>1 037 hab.</td>
5250,"<td><a href=""https://www.linternaute.com/ville/morvillars/ville-90072"">Morvillars</a></td>",<td>35 995 €</td>,"<td>15,96 %</td>","<td>2,88 %</td>",<td>nc</td>,"<td>86,81 %</td>",<td>66 entreprises</td>,<td>nc</td>,"<td>18,03 %</td>",<td>1 078 hab.</td>
5251,"<td><a href=""https://www.linternaute.com/ville/rambouillet/ville-78517"">Rambouillet</a></td>",<td>35 254 €</td>,"<td>9,30 %</td>","<td>1,41 %</td>","<td>3 033,97 €</td>","<td>86,46 %</td>",<td>2 220 entreprises</td>,<td>8 954 €</td>,"<td>17,70 %</td>",<td>26 933 hab.</td>
5252,"<td><a href=""https://www.linternaute.com/ville/saint-trivier-sur-moignans/ville-01389"">Saint-Trivier-sur-Moignans</a></td>",<td>25 377 €</td>,"<td>8,97 %</td>","<td>0,87 %</td>",<td>nc</td>,"<td>83,47 %</td>",<td>169 entreprises</td>,<td>nc</td>,"<td>17,07 %</td>",<td>1 843 hab.</td>
5253,"<td><a href=""https://www.linternaute.com/ville/villebarou/ville-41276"">Villebarou</a></td>",<td>28 475 €</td>,"<td>8,16 %</td>","<td>1,38 %</td>","<td>2 205,60 €</td>","<td>85,84 %</td>",<td>140 entreprises</td>,<td>nc</td>,"<td>17,82 %</td>",<td>2 462 hab.</td>
5254,"<td><a href=""https://www.linternaute.com/ville/beaumont-saint-cyr/ville-86019"">Beaumont Saint-Cyr</a></td>",<td>26 518 €</td>,"<td>8,16 %</td>","<td>1,05 %</td>","<td>2 153,99 €</td>","<td>86,65 %</td>",<td>153 entreprises</td>,<td>nc</td>,"<td>16,70 %</td>",<td>2 997 hab.</td>
5255,"<td><a href=""https://www.linternaute.com/ville/bruguieres/ville-31091"">Bruguières</a></td>",<td>31 276 €</td>,"<td>9,19 %</td>","<td>1,61 %</td>","<td>2 655,66 €</td>","<td>88,36 %</td>",<td>529 entreprises</td>,<td>nc</td>,"<td>20,08 %</td>",<td>5 890 hab.</td>
5256,"<td><a href=""https://www.linternaute.com/ville/gevrey-chambertin/ville-21295"">Gevrey-Chambertin</a></td>",<td>33 687 €</td>,"<td>9,88 %</td>","<td>1,31 %</td>","<td>2 171,94 €</td>","<td>87,02 %</td>",<td>271 entreprises</td>,<td>nc</td>,"<td>21,26 %</td>",<td>3 050 hab.</td>
5257,"<td><a href=""https://www.linternaute.com/ville/jouques/ville-13048"">Jouques</a></td>",<td>29 939 €</td>,"<td>10,25 %</td>","<td>1,41 %</td>","<td>2 559,77 €</td>",<td>87 %</td>,<td>394 entreprises</td>,<td>nc</td>,"<td>16,18 %</td>",<td>4 423 hab.</td>
5258,"<td><a href=""https://www.linternaute.com/ville/la-ferriere/ville-85089"">La Ferrière</a></td>",<td>27 731 €</td>,"<td>7,27 %</td>","<td>0,88 %</td>","<td>2 109,72 €</td>","<td>86,38 %</td>",<td>260 entreprises</td>,<td>nc</td>,"<td>17,78 %</td>",<td>5 285 hab.</td>
5259,"<td><a href=""https://www.linternaute.com/ville/labastide-d-anjou/ville-11178"">Labastide-d'Anjou</a></td>",<td>24 497 €</td>,"<td>11,06 %</td>","<td>1,40 %</td>",<td>nc</td>,"<td>88,52 %</td>",<td>60 entreprises</td>,<td>nc</td>,"<td>16,36 %</td>",<td>1 307 hab.</td>
5260,"<td><a href=""https://www.linternaute.com/ville/levens/ville-06075"">Levens</a></td>",<td>30 159 €</td>,"<td>9,76 %</td>","<td>1,51 %</td>","<td>2 355,98 €</td>","<td>89,24 %</td>",<td>490 entreprises</td>,<td>nc</td>,"<td>18,69 %</td>",<td>4 726 hab.</td>
5261,"<td><a href=""https://www.linternaute.com/ville/berneuil/ville-17044"">Berneuil</a></td>",<td>23 864 €</td>,"<td>8,53 %</td>","<td>1,48 %</td>",<td>nc</td>,<td>86 %</td>,<td>40 entreprises</td>,<td>nc</td>,"<td>17,84 %</td>",<td>1 147 hab.</td>
5262,"<td><a href=""https://www.linternaute.com/ville/iffendic/ville-35133"">Iffendic</a></td>",<td>26 332 €</td>,"<td>8,45 %</td>","<td>0,77 %</td>","<td>2 093,12 €</td>","<td>87,97 %</td>",<td>236 entreprises</td>,<td>nc</td>,"<td>17,20 %</td>",<td>4 528 hab.</td>
5263,"<td><a href=""https://www.linternaute.com/ville/la-chaize-le-vicomte/ville-85046"">La Chaize-le-Vicomte</a></td>",<td>26 463 €</td>,"<td>6,49 %</td>","<td>0,71 %</td>","<td>2 059,04 €</td>","<td>85,13 %</td>",<td>235 entreprises</td>,<td>nc</td>,"<td>18,79 %</td>",<td>3 785 hab.</td>
5264,"<td><a href=""https://www.linternaute.com/ville/montmorency/ville-95428"">Montmorency</a></td>",<td>40 951 €</td>,"<td>10,59 %</td>","<td>2,19 %</td>","<td>3 235,12 €</td>","<td>88,62 %</td>",<td>1 922 entreprises</td>,<td>11 522 €</td>,"<td>17,40 %</td>",<td>21 647 hab.</td>
5265,"<td><a href=""https://www.linternaute.com/ville/moussoulens/ville-11259"">Moussoulens</a></td>",<td>24 657 €</td>,"<td>7,97 %</td>","<td>1,89 %</td>",<td>nc</td>,"<td>83,29 %</td>",<td>46 entreprises</td>,<td>nc</td>,"<td>17,21 %</td>",<td>1 011 hab.</td>
5266,"<td><a href=""https://www.linternaute.com/ville/saint-martin-le-beau/ville-37225"">Saint-Martin-le-Beau</a></td>",<td>29 532 €</td>,"<td>9,91 %</td>","<td>1,76 %</td>","<td>2 302,55 €</td>","<td>88,51 %</td>",<td>165 entreprises</td>,<td>nc</td>,"<td>15,84 %</td>",<td>3 169 hab.</td>
5267,"<td><a href=""https://www.linternaute.com/ville/archettes/ville-88012"">Archettes</a></td>",<td>25 470 €</td>,"<td>11,05 %</td>","<td>1,54 %</td>",<td>nc</td>,"<td>86,43 %</td>",<td>40 entreprises</td>,<td>nc</td>,"<td>16,83 %</td>",<td>1 081 hab.</td>
5268,"<td><a href=""https://www.linternaute.com/ville/nortkerque/ville-62621"">Nortkerque</a></td>",<td>26 746 €</td>,"<td>10,55 %</td>","<td>1,29 %</td>",<td>nc</td>,"<td>87,48 %</td>",<td>59 entreprises</td>,<td>nc</td>,"<td>16,53 %</td>",<td>1 656 hab.</td>
5269,"<td><a href=""https://www.linternaute.com/ville/valbonne/ville-06152"">Valbonne</a></td>",<td>40 500 €</td>,"<td>10,44 %</td>","<td>1,28 %</td>","<td>3 432,04 €</td>","<td>86,52 %</td>",<td>3 513 entreprises</td>,<td>nc</td>,"<td>21,89 %</td>",<td>13 257 hab.</td>
5270,"<td><a href=""https://www.linternaute.com/ville/ancone/ville-26008"">Ancône</a></td>",<td>24 715 €</td>,"<td>10,37 %</td>","<td>1,17 %</td>",<td>nc</td>,"<td>87,43 %</td>",<td>54 entreprises</td>,<td>nc</td>,"<td>17,15 %</td>",<td>1 356 hab.</td>
5271,"<td><a href=""https://www.linternaute.com/ville/auriol/ville-13007"">Auriol</a></td>",<td>31 490 €</td>,"<td>9,32 %</td>","<td>1,66 %</td>","<td>2 563,43 €</td>","<td>88,58 %</td>",<td>1 168 entreprises</td>,<td>nc</td>,"<td>16,68 %</td>",<td>12 771 hab.</td>
5272,"<td><a href=""https://www.linternaute.com/ville/bono/ville-56262"">Bono</a></td>",<td>32 352 €</td>,"<td>14,05 %</td>","<td>1,42 %</td>","<td>2 421,26 €</td>","<td>86,96 %</td>",<td>196 entreprises</td>,<td>nc</td>,"<td>15,95 %</td>",<td>2 489 hab.</td>
5273,"<td><a href=""https://www.linternaute.com/ville/chazelles/ville-16093"">Chazelles</a></td>",<td>24 536 €</td>,"<td>12,37 %</td>","<td>0,95 %</td>",<td>nc</td>,"<td>87,31 %</td>",<td>82 entreprises</td>,<td>nc</td>,"<td>14,49 %</td>",<td>1 581 hab.</td>
5274,"<td><a href=""https://www.linternaute.com/ville/flines-lez-raches/ville-59239"">Flines-lez-Raches</a></td>",<td>29 346 €</td>,"<td>9,98 %</td>","<td>1,39 %</td>","<td>2 367,64 €</td>","<td>89,25 %</td>",<td>292 entreprises</td>,<td>nc</td>,"<td>16,47 %</td>",<td>5 597 hab.</td>
5275,"<td><a href=""https://www.linternaute.com/ville/gratentour/ville-31230"">Gratentour</a></td>",<td>30 918 €</td>,"<td>9,03 %</td>","<td>2,07 %</td>","<td>2 537,29 €</td>","<td>90,32 %</td>",<td>320 entreprises</td>,<td>nc</td>,"<td>21,68 %</td>",<td>4 272 hab.</td>
5276,"<td><a href=""https://www.linternaute.com/ville/hede-bazouges/ville-35130"">Hédé-Bazouges</a></td>",<td>27 537 €</td>,"<td>7,59 %</td>","<td>0,93 %</td>","<td>2 212,40 €</td>","<td>82,60 %</td>",<td>148 entreprises</td>,<td>nc</td>,"<td>19,09 %</td>",<td>2 243 hab.</td>
5277,"<td><a href=""https://www.linternaute.com/ville/le-relecq-kerhuon/ville-29235"">Le Relecq-Kerhuon</a></td>",<td>35 617 €</td>,"<td>10,11 %</td>","<td>1,38 %</td>","<td>2 648,09 €</td>","<td>87,15 %</td>",<td>552 entreprises</td>,<td>nc</td>,"<td>17,99 %</td>",<td>11 625 hab.</td>
5278,"<td><a href=""https://www.linternaute.com/ville/lingreville/ville-50272"">Lingreville</a></td>",<td>23 911 €</td>,"<td>14,29 %</td>","<td>1,28 %</td>",<td>nc</td>,"<td>85,14 %</td>",<td>63 entreprises</td>,<td>nc</td>,"<td>11,78 %</td>",<td>1 015 hab.</td>
5279,"<td><a href=""https://www.linternaute.com/ville/santa-reparata-di-balagna/ville-2B316"">Santa-Reparata-di-Balagna</a></td>",<td>24 167 €</td>,"<td>12,25 %</td>","<td>1,82 %</td>",<td>nc</td>,"<td>86,67 %</td>",<td>100 entreprises</td>,<td>nc</td>,"<td>14,75 %</td>",<td>1 001 hab.</td>
5280,"<td><a href=""https://www.linternaute.com/ville/suze-la-rousse/ville-26345"">Suze-la-Rousse</a></td>",<td>28 901 €</td>,"<td>12,19 %</td>","<td>1,35 %</td>","<td>2 398,48 €</td>","<td>85,50 %</td>",<td>178 entreprises</td>,<td>nc</td>,"<td>14,66 %</td>",<td>2 135 hab.</td>
5281,"<td><a href=""https://www.linternaute.com/ville/arnieres-sur-iton/ville-27020"">Arnières-sur-Iton</a></td>",<td>32 254 €</td>,"<td>13,09 %</td>","<td>1,67 %</td>",<td>nc</td>,"<td>85,56 %</td>",<td>73 entreprises</td>,<td>nc</td>,"<td>14,20 %</td>",<td>1 677 hab.</td>
5282,"<td><a href=""https://www.linternaute.com/ville/ballancourt-sur-essonne/ville-91045"">Ballancourt-sur-Essonne</a></td>",<td>30 440 €</td>,"<td>9,09 %</td>","<td>1,75 %</td>","<td>2 547,70 €</td>","<td>89,99 %</td>",<td>461 entreprises</td>,<td>nc</td>,"<td>18,23 %</td>",<td>7 595 hab.</td>
5283,"<td><a href=""https://www.linternaute.com/ville/lormes/ville-58145"">Lormes</a></td>",<td>20 755 €</td>,"<td>8,66 %</td>","<td>0,94 %</td>",<td>nc</td>,"<td>83,65 %</td>",<td>96 entreprises</td>,<td>nc</td>,"<td>14,45 %</td>",<td>1 280 hab.</td>
5284,"<td><a href=""https://www.linternaute.com/ville/outarville/ville-45240"">Outarville</a></td>",<td>26 599 €</td>,"<td>14,21 %</td>","<td>1,22 %</td>",<td>nc</td>,"<td>86,76 %</td>",<td>67 entreprises</td>,<td>nc</td>,"<td>15,09 %</td>",<td>1 322 hab.</td>
5285,"<td><a href=""https://www.linternaute.com/ville/pabu/ville-22161"">Pabu</a></td>",<td>25 386 €</td>,"<td>9,47 %</td>","<td>0,98 %</td>","<td>2 151,08 €</td>","<td>88,14 %</td>",<td>112 entreprises</td>,<td>nc</td>,"<td>15,28 %</td>",<td>2 754 hab.</td>
5286,"<td><a href=""https://www.linternaute.com/ville/palaja/ville-11272"">Palaja</a></td>",<td>33 020 €</td>,"<td>12,28 %</td>","<td>1,21 %</td>","<td>2 186,28 €</td>","<td>86,12 %</td>",<td>132 entreprises</td>,<td>nc</td>,"<td>16,51 %</td>",<td>2 359 hab.</td>
5287,"<td><a href=""https://www.linternaute.com/ville/saze/ville-30315"">Saze</a></td>",<td>29 261 €</td>,"<td>10,79 %</td>","<td>2,17 %</td>","<td>2 425,18 €</td>","<td>87,91 %</td>",<td>151 entreprises</td>,<td>nc</td>,"<td>15,95 %</td>",<td>2 051 hab.</td>
5288,"<td><a href=""https://www.linternaute.com/ville/bierne-les-villages/ville-53029"">Bierné-les-Villages</a></td>",<td>22 941 €</td>,"<td>8,60 %</td>","<td>0,96 %</td>",<td>nc</td>,"<td>82,52 %</td>",<td>70 entreprises</td>,<td>nc</td>,"<td>15,97 %</td>",<td>1 249 hab.</td>
5289,"<td><a href=""https://www.linternaute.com/ville/chatenois-les-forges/ville-90022"">Châtenois-les-Forges</a></td>",<td>27 861 €</td>,"<td>9,06 %</td>","<td>1,42 %</td>","<td>2 320,62 €</td>","<td>86,48 %</td>",<td>120 entreprises</td>,<td>nc</td>,"<td>15,37 %</td>",<td>2 709 hab.</td>
5290,"<td><a href=""https://www.linternaute.com/ville/saint-denis-la-chevasse/ville-85208"">Saint-Denis-la-Chevasse</a></td>",<td>25 446 €</td>,"<td>8,19 %</td>","<td>0,55 %</td>","<td>2 073,33 €</td>","<td>84,43 %</td>",<td>118 entreprises</td>,<td>nc</td>,"<td>16,84 %</td>",<td>2 349 hab.</td>
5291,"<td><a href=""https://www.linternaute.com/ville/saint-saturnin-les-apt/ville-84118"">Saint-Saturnin-lès-Apt</a></td>",<td>29 302 €</td>,"<td>10,46 %</td>","<td>1,15 %</td>","<td>2 103,33 €</td>","<td>84,46 %</td>",<td>336 entreprises</td>,<td>nc</td>,"<td>12,41 %</td>",<td>2 844 hab.</td>
5292,"<td><a href=""https://www.linternaute.com/ville/seissan/ville-32426"">Seissan</a></td>",<td>21 031 €</td>,"<td>8,81 %</td>","<td>0,82 %</td>",<td>nc</td>,"<td>80,95 %</td>",<td>112 entreprises</td>,<td>nc</td>,"<td>16,15 %</td>",<td>1 087 hab.</td>
5293,"<td><a href=""https://www.linternaute.com/ville/vanves/ville-92075"">Vanves</a></td>",<td>40 460 €</td>,"<td>9,11 %</td>","<td>1,52 %</td>","<td>3 562,57 €</td>","<td>85,98 %</td>",<td>2 386 entreprises</td>,<td>8 655 €</td>,"<td>17,52 %</td>",<td>27 466 hab.</td>
5294,"<td><a href=""https://www.linternaute.com/ville/dadonville/ville-45119"">Dadonville</a></td>",<td>27 392 €</td>,"<td>11,58 %</td>","<td>0,91 %</td>","<td>2 172,16 €</td>","<td>86,91 %</td>",<td>60 entreprises</td>,<td>nc</td>,"<td>13,09 %</td>",<td>2 424 hab.</td>
5295,"<td><a href=""https://www.linternaute.com/ville/goetzenbruck/ville-57250"">Goetzenbruck</a></td>",<td>24 880 €</td>,"<td>10,99 %</td>","<td>1,61 %</td>",<td>nc</td>,"<td>87,48 %</td>",<td>101 entreprises</td>,<td>nc</td>,"<td>12,38 %</td>",<td>1 510 hab.</td>
5296,"<td><a href=""https://www.linternaute.com/ville/izeaux/ville-38194"">Izeaux</a></td>",<td>27 070 €</td>,"<td>8,98 %</td>","<td>0,98 %</td>","<td>2 305,36 €</td>","<td>84,78 %</td>",<td>169 entreprises</td>,<td>nc</td>,"<td>18,53 %</td>",<td>2 139 hab.</td>
5297,"<td><a href=""https://www.linternaute.com/ville/la-peyratte/ville-79208"">La Peyratte</a></td>",<td>22 147 €</td>,"<td>7,91 %</td>","<td>1,06 %</td>",<td>nc</td>,"<td>80,80 %</td>",<td>65 entreprises</td>,<td>nc</td>,"<td>15,30 %</td>",<td>1 154 hab.</td>
5298,"<td><a href=""https://www.linternaute.com/ville/montauban-de-bretagne/ville-35184"">Montauban-de-Bretagne</a></td>",<td>27 517 €</td>,"<td>6,91 %</td>","<td>0,77 %</td>","<td>2 218,89 €</td>","<td>84,80 %</td>",<td>407 entreprises</td>,<td>nc</td>,"<td>18,01 %</td>",<td>5 946 hab.</td>
5299,"<td><a href=""https://www.linternaute.com/ville/pierre-chatel/ville-38304"">Pierre-Châtel</a></td>",<td>25 532 €</td>,"<td>10,01 %</td>",<td>1 %</td>,<td>nc</td>,"<td>83,83 %</td>",<td>84 entreprises</td>,<td>nc</td>,"<td>15,67 %</td>",<td>1 496 hab.</td>
5300,"<td><a href=""https://www.linternaute.com/ville/saint-dizier-masbaraud/ville-23189"">Saint-Dizier-Masbaraud</a></td>",<td>20 510 €</td>,"<td>11,21 %</td>","<td>1,06 %</td>",<td>nc</td>,"<td>86,60 %</td>",<td>65 entreprises</td>,<td>nc</td>,"<td>12,62 %</td>",<td>1 132 hab.</td>
5301,"<td><a href=""https://www.linternaute.com/ville/sucy-en-brie/ville-94071"">Sucy-en-Brie</a></td>",<td>37 197 €</td>,"<td>10,07 %</td>","<td>2,12 %</td>","<td>3 005,71 €</td>","<td>89,48 %</td>",<td>2 037 entreprises</td>,<td>8 423 €</td>,"<td>16,16 %</td>",<td>26 974 hab.</td>
5302,"<td><a href=""https://www.linternaute.com/ville/yves/ville-17483"">Yves</a></td>",<td>27 000 €</td>,"<td>10,10 %</td>","<td>1,14 %</td>",<td>nc</td>,"<td>82,62 %</td>",<td>128 entreprises</td>,<td>nc</td>,"<td>16,11 %</td>",<td>1 482 hab.</td>
5303,"<td><a href=""https://www.linternaute.com/ville/cesson-sevigne/ville-35051"">Cesson-Sévigné</a></td>",<td>37 849 €</td>,"<td>9,44 %</td>","<td>1,07 %</td>","<td>2 959,69 €</td>","<td>84,95 %</td>",<td>2 240 entreprises</td>,<td>nc</td>,"<td>22,86 %</td>",<td>17 312 hab.</td>
5304,"<td><a href=""https://www.linternaute.com/ville/goudelin/ville-22065"">Goudelin</a></td>",<td>25 272 €</td>,"<td>10,89 %</td>","<td>0,87 %</td>",<td>nc</td>,"<td>84,80 %</td>",<td>76 entreprises</td>,<td>nc</td>,"<td>13,71 %</td>",<td>1 737 hab.</td>
5305,"<td><a href=""https://www.linternaute.com/ville/laroque-timbaut/ville-47138"">Laroque-Timbaut</a></td>",<td>25 448 €</td>,"<td>7,03 %</td>","<td>1,40 %</td>",<td>nc</td>,"<td>85,64 %</td>",<td>104 entreprises</td>,<td>nc</td>,"<td>19,11 %</td>",<td>1 680 hab.</td>
5306,"<td><a href=""https://www.linternaute.com/ville/lespinasse/ville-31293"">Lespinasse</a></td>",<td>27 873 €</td>,"<td>9,96 %</td>","<td>1,31 %</td>","<td>2 304,19 €</td>","<td>88,19 %</td>",<td>304 entreprises</td>,<td>nc</td>,"<td>17,64 %</td>",<td>2 783 hab.</td>
5307,"<td><a href=""https://www.linternaute.com/ville/prades-le-lez/ville-34217"">Prades-le-Lez</a></td>",<td>34 208 €</td>,"<td>9,82 %</td>","<td>1,40 %</td>","<td>2 561,65 €</td>","<td>87,17 %</td>",<td>501 entreprises</td>,<td>nc</td>,"<td>20,73 %</td>",<td>5 581 hab.</td>
5308,"<td><a href=""https://www.linternaute.com/ville/rives-de-l-yon/ville-85213"">Rives de l'Yon</a></td>",<td>28 241 €</td>,"<td>6,96 %</td>","<td>0,78 %</td>","<td>2 002,82 €</td>","<td>84,67 %</td>",<td>223 entreprises</td>,<td>nc</td>,"<td>16,72 %</td>",<td>4 180 hab.</td>
5309,"<td><a href=""https://www.linternaute.com/ville/rocheserviere/ville-85190"">Rocheservière</a></td>",<td>25 704 €</td>,"<td>7,82 %</td>","<td>0,74 %</td>","<td>2 077,66 €</td>","<td>87,71 %</td>",<td>205 entreprises</td>,<td>nc</td>,"<td>19,06 %</td>",<td>3 350 hab.</td>
5310,"<td><a href=""https://www.linternaute.com/ville/sainte-terre/ville-33485"">Sainte-Terre</a></td>",<td>25 133 €</td>,"<td>9,54 %</td>","<td>1,05 %</td>",<td>nc</td>,"<td>83,68 %</td>",<td>135 entreprises</td>,<td>nc</td>,"<td>12,93 %</td>",<td>1 896 hab.</td>
5311,"<td><a href=""https://www.linternaute.com/ville/bazet/ville-65072"">Bazet</a></td>",<td>24 234 €</td>,"<td>8,98 %</td>","<td>0,93 %</td>",<td>nc</td>,"<td>85,37 %</td>",<td>105 entreprises</td>,<td>nc</td>,"<td>16,01 %</td>",<td>1 786 hab.</td>
5312,"<td><a href=""https://www.linternaute.com/ville/cuiseaux/ville-71157"">Cuiseaux</a></td>",<td>22 783 €</td>,"<td>8,28 %</td>","<td>0,77 %</td>",<td>nc</td>,"<td>85,76 %</td>",<td>97 entreprises</td>,<td>nc</td>,"<td>16,46 %</td>",<td>1 841 hab.</td>
5313,"<td><a href=""https://www.linternaute.com/ville/ramatuelle/ville-83101"">Ramatuelle</a></td>",<td>57 002 €</td>,"<td>14,63 %</td>","<td>2,32 %</td>","<td>2 465,95 €</td>","<td>81,36 %</td>",<td>550 entreprises</td>,<td>nc</td>,"<td>11,91 %</td>",<td>2 079 hab.</td>
5314,"<td><a href=""https://www.linternaute.com/ville/saint-hilaire-des-landes/ville-35280"">Saint-Hilaire-des-Landes</a></td>",<td>23 783 €</td>,"<td>8,57 %</td>","<td>1,46 %</td>",<td>nc</td>,"<td>84,56 %</td>",<td>32 entreprises</td>,<td>nc</td>,"<td>17,56 %</td>",<td>1 032 hab.</td>
